"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/07/2016","Peasant Pies Mission","PEASANT PIES MISSION SAN FRANCISCO CA        06/07","12.59","debit","Parking","TOTAL CHECKING","",""
"6/06/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","3009.10","credit","Paycheck","TOTAL CHECKING","",""
"6/06/2016","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","25.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/06/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"6/03/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"6/02/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"6/02/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","116.76","debit","Television","TOTAL CHECKING","",""
"6/01/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5360107024","60.00","credit","Transfer","TOTAL CHECKING","",""
"5/31/2016","PayPal","PAYPAL           INST XFER  CALIFORNIAS     WEB ID: PAYPALSI77","85.99","debit","Shopping","TOTAL CHECKING","",""
"5/31/2016","Max's of Manila","MAX'S OF MANILA SOUTH SAN FRA CA05/30","90.65","debit","Restaurants","TOTAL CHECKING","",""
"5/31/2016","Castro Valley Ca","76 47043633 CASTRO VALLEY CA05/30","26.67","debit","Uncategorized","TOTAL CHECKING","",""
"5/27/2016","ATM Fee","NON-CHASE ATM WITHDRAW003099  05/271581 WEBS","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"5/27/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW003099  05/271581 WEBS","20.00","debit","Cash & ATM","TOTAL CHECKING","",""
"5/27/2016","McDonald's","MCDONALD'S F13562","6.11","debit","Fast Food","CREDIT CARD","",""
"5/27/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"5/27/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","210.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/26/2016","McDonald's","MCDONALD'S F13562","6.11","debit","Fast Food","CREDIT CARD","",""
"5/26/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1940.25","credit","Paycheck","TOTAL CHECKING","",""
"5/24/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"5/23/2016","ATM Cash Deposit","ATM CASH DEPOSIT 05/21 32101 UNION LNDG UNION CITY CA","520.00","credit","Income","TOTAL CHECKING","",""
"5/23/2016","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","42.64","debit","Clothing","TOTAL CHECKING","",""
"5/22/2016","Gong Cha","GONG CHA","9.10","debit","Uncategorized","CREDIT CARD","",""
"5/22/2016","McDonald's","MCDONALD'S F10334","22.16","debit","Fast Food","CREDIT CARD","",""
"5/22/2016","Ohlone College","OHLONE COLLEGE-SMITH BO","1.00","debit","Education","CREDIT CARD","",""
"5/20/2016","PayPal","PAYPAL           INST XFER  GRUBHUBFOOD     WEB ID: PAYPALSI77","30.61","debit","Shopping","TOTAL CHECKING","",""
"5/20/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 51077801050216  WEB ID: 5940742640","148.57","debit","Utilities","TOTAL CHECKING","",""
"5/20/2016","Remitly Wa","REMITLY 877-526-4216 WA05/19","1503.99","debit","Uncategorized","TOTAL CHECKING","",""
"5/20/2016","Remitly Wa","REMITLY 877-526-4216 WA05/19","263.99","debit","Uncategorized","TOTAL CHECKING","",""
"5/17/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5329592388","25.00","credit","Transfer","TOTAL CHECKING","",""
"5/17/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"5/17/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5329592388","25.00","debit","Transfer","TOTAL CHECKING","",""
"5/16/2016","Netflix","Netflix.com","7.99","debit","Movies & DVDs","CREDIT CARD","",""
"5/16/2016","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"5/13/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    122011849358660 WEB ID: CITICTP","5416.49","debit","Financial","TOTAL CHECKING","",""
"5/12/2016","Interest","INTEREST PAYMENT","0.51","credit","Interest Income","TOTAL CHECKING","",""
"5/12/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1940.24","credit","Paycheck","TOTAL CHECKING","",""
"5/12/2016","Bank America Fndtrnsfr","BANK OF AMERICA  FndTrnsfr  BURKS,MARIA,G   WEB ID: 2941721694","405.00","credit","Transfer","TOTAL CHECKING","",""
"5/10/2016","Wells Fargo Ccpymt","WELLS FARGO CARD CCPYMT     90225603194534  WEB ID: 2411650794","100.00","debit","Financial","TOTAL CHECKING","",""
"5/10/2016","PayPal","PAYPAL           INST XFER  GRUBHUBFOOD     WEB ID: PAYPALSI77","30.61","debit","Shopping","TOTAL CHECKING","",""
"5/09/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","370.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"5/09/2016","Bad Bud's","BAD BUD'S FRESNO CA383661  05/07","10.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"5/08/2016","BART","BART-EMBARDERO     QPS","5.00","debit","Public Transportation","CREDIT CARD","",""
"5/06/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/05/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","27.73","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/05/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","204.28","credit","Paycheck","TOTAL CHECKING","",""
"5/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"5/04/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","27.73","credit","Credit Card Payment","CREDIT CARD","",""
"5/02/2016","Amazon","AMAZON MKTPLACE PMTS","24.90","debit","Shopping","CREDIT CARD","",""
"5/02/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","116.76","debit","Television","TOTAL CHECKING","",""
"5/02/2016","Costco","COSTCO WHSE #0021 DANVILLE CA04/30 Purchase $739.83 Cash Back","759.83","debit","Groceries","TOTAL CHECKING","",""
"4/29/2016","Starbucks","STARBUCKS #18008 HAYWARD","18.95","debit","Coffee Shops","CREDIT CARD","",""
"4/29/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 5361003142","1000.00","credit","Transfer","TOTAL CHECKING","",""
"4/29/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5298936984","60.00","credit","Transfer","TOTAL CHECKING","",""
"4/29/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to MMA ...9412 transaction#: 5361003142","1000.00","debit","Transfer","TOTAL CHECKING","",""
"4/28/2016","Pf","0089 PF HAYWARD 1","8.79","debit","Gym","CREDIT CARD","",""
"4/28/2016","Starbucks","STARBUCKS STORE 06596","9.15","debit","Coffee Shops","CREDIT CARD","",""
"4/28/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1940.24","credit","Paycheck","TOTAL CHECKING","",""
"4/27/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"4/27/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","214.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/27/2016","Jack in the Box","JACK IN THE BOX #0424","8.12","debit","Fast Food","CREDIT CARD","",""
"4/27/2016","Starbucks","STARBUCKS STORE 06596","10.45","debit","Coffee Shops","CREDIT CARD","",""
"4/26/2016","Hayward Gas Mart","HAYWARD GAS MART","28.45","debit","Groceries","CREDIT CARD","",""
"4/26/2016","Jack in the Box","JACK IN THE BOX #0424","8.12","debit","Fast Food","CREDIT CARD","",""
"4/26/2016","Barnes & Noble","BARNES & NOBLE #2942","7.87","debit","Books","CREDIT CARD","",""
"4/26/2016","Safeway","SAFEWAY STORE 00030106","141.46","debit","Groceries","CREDIT CARD","",""
"4/26/2016","Harry Ny","HARRY'S 888-212-6855 888-212-6855 NY         04/24","15.00","debit","Food & Dining","TOTAL CHECKING","",""
"4/25/2016","Amazon","AMAZON MKTPLACE PMTS","16.90","debit","Shopping","CREDIT CARD","",""
"4/25/2016","Denica's","DENICAS REAL FOOD KITCHEN","66.43","debit","Restaurants","CREDIT CARD","",""
"4/25/2016","Wetzel Pretzels","WETZEL'S PRETZELS","19.55","debit","Food & Dining","CREDIT CARD","",""
"4/25/2016","Ristorante Palermo","RISTORANTE PALERMO","61.41","debit","Restaurants","CREDIT CARD","",""
"4/25/2016","I Love Ramen","I LOVE RAMEN & NOODLES","83.36","debit","Restaurants","CREDIT CARD","",""
"4/25/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 5350782786","400.00","credit","Transfer","TOTAL CHECKING","",""
"4/25/2016","Online Transfer Chk","Online Transfer from CHK ...5079transaction#: 5350781709","1200.00","credit","Transfer","TOTAL CHECKING","",""
"4/25/2016","Withdrawal","WITHDRAWAL","1200.00","debit","Uncategorized","TOTAL CHECKING","",""
"4/25/2016","ATM Withdrawal","ATM WITHDRAWAL008401  04/253449 CAST","200.00","debit","Cash & ATM","TOTAL CHECKING","",""
"4/25/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to MMA ...9412 transaction#: 5350782786","400.00","debit","Transfer","TOTAL CHECKING","",""
"4/24/2016","Starbucks","STARBUCKS STORE 06596","10.45","debit","Coffee Shops","CREDIT CARD","",""
"4/24/2016","JCPenney","JCPENNEY 0389","13.14","debit","Clothing","CREDIT CARD","",""
"4/24/2016","Subway","SUBWAY        03138674","9.35","debit","Fast Food","CREDIT CARD","",""
"4/24/2016","Amazon","AMAZON MKTPLACE PMTS","29.99","debit","Shopping","CREDIT CARD","",""
"4/24/2016","Subway","SUBWAY        03138674","9.35","debit","Fast Food","CREDIT CARD","",""
"4/24/2016","Target","TARGET        00003301","100.66","debit","Shopping","CREDIT CARD","",""
"4/24/2016","Amazon","Amazon.com","32.75","debit","Shopping","CREDIT CARD","",""
"4/22/2016","Cheesecake Factory","CHEESECAKE SAN FRANCISCO","43.10","debit","Restaurants","CREDIT CARD","",""
"4/22/2016","AMC","AMC METREON 16 #2325","28.38","debit","Movies & DVDs","CREDIT CARD","",""
"4/22/2016","Disney","DISNEY STORE #723","32.80","debit","Travel","CREDIT CARD","",""
"4/22/2016","Pho Ty Ii","PHO TY II","14.00","debit","Restaurants","CREDIT CARD","",""
"4/22/2016","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","89.79","debit","Clothing","TOTAL CHECKING","",""
"4/22/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"4/21/2016","Amazon","AMAZON MKTPLACE PMTS","28.87","debit","Shopping","CREDIT CARD","",""
"4/21/2016","Union Square Garage","UNION SQUARE GARAGE","34.00","debit","Auto & Transport","CREDIT CARD","",""
"4/21/2016","McDonald's","MCDONALD'S M5433 OF CA","6.01","debit","Fast Food","CREDIT CARD","",""
"4/21/2016","Panera Bread","PANERA BREAD #01101","26.55","debit","Fast Food","CREDIT CARD","",""
"4/21/2016","Denica's","DENICAS REAL FOOD KITCHEN","46.47","debit","Restaurants","CREDIT CARD","",""
"4/21/2016","76","76 47043633","25.58","debit","Gas & Fuel","CREDIT CARD","",""
"4/21/2016","Target","TARGET        00003285","112.93","debit","Shopping","CREDIT CARD","",""
"4/21/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2888.61","credit","Paycheck","TOTAL CHECKING","",""
"4/20/2016","76","76 47043633","23.14","debit","Gas & Fuel","CREDIT CARD","",""
"4/20/2016","Chevron","CHEVRON 0095542","15.76","debit","Gas & Fuel","CREDIT CARD","",""
"4/20/2016","Mels Play Place","MELS PLAY PLACE LLC","9.00","debit","Uncategorized","CREDIT CARD","",""
"4/20/2016","Country Waffles","COUNTRY WAFFLES","28.62","debit","Restaurants","CREDIT CARD","",""
"4/20/2016","Castro Valley Tow","CASTRO VALLEY TIRE PRO","65.13","debit","Parking","CREDIT CARD","",""
"4/20/2016","Starbucks","STARBUCKS STORE 06596","10.45","debit","Coffee Shops","CREDIT CARD","",""
"4/20/2016","Panera Bread","PANERA BREAD #1121","19.98","debit","Fast Food","CREDIT CARD","",""
"4/20/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 49369556033116  WEB ID: 5940742640","137.50","debit","Utilities","TOTAL CHECKING","",""
"4/20/2016","Walgreens","WALGREENS 459 POWELL SAN FRANCISCO CA        04/20 Purchase $10.","20.85","debit","Pharmacy","TOTAL CHECKING","",""
"4/19/2016","Wells Fargo Ccpymt","WELLS FARGO CARD CCPYMT     90225603194534  WEB ID: 2411650794","100.00","debit","Financial","TOTAL CHECKING","",""
"4/19/2016","Starbucks","STARBUCKS STORE 05571 DUBLIN CA04/17","17.60","debit","Coffee Shops","TOTAL CHECKING","",""
"4/19/2016","Remitly Wa","REMITLY 877-526-4216 WA04/18","267.99","debit","Uncategorized","TOTAL CHECKING","",""
"4/19/2016","Nordstrom","NORDSTROM #0430 PLEASANTON CA04/17","56.84","debit","Clothing","TOTAL CHECKING","",""
"4/19/2016","Jack in the Box","JACK IN THE BOX #0424","9.11","debit","Fast Food","CREDIT CARD","",""
"4/18/2016","California's Great America","CALIFORNIAS GREAT AMERICA","10.94","debit","Amusement","CREDIT CARD","",""
"4/18/2016","California's Great America","CALIFORNIAS GREAT AMERICA","19.99","debit","Amusement","CREDIT CARD","",""
"4/18/2016","California's Great America","CALIFORNIAS GREAT AMERICA","7.21","debit","Amusement","CREDIT CARD","",""
"4/18/2016","I Love Ramen","I LOVE RAMEN & NOODLES","63.18","debit","Restaurants","CREDIT CARD","",""
"4/18/2016","California's Great America","CALIFORNIAS GREAT AMERICA","12.17","debit","Amusement","CREDIT CARD","",""
"4/18/2016","Great","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Business Services","TOTAL CHECKING","",""
"4/18/2016","PayPal","PAYPAL           INST XFER  CALIFORNIAS     WEB ID: PAYPALSI77","45.51","debit","Shopping","TOTAL CHECKING","",""
"4/18/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"4/18/2016","California's Great America","CALIFORNIAS GREAT AMER SANTA CLARA CA        04/17","5.47","debit","Amusement","TOTAL CHECKING","",""
"4/18/2016","Coca-Cola","COCA COLA SAN JOSE CA SAN JOSE CA            04/16","4.00","debit","Business Services","TOTAL CHECKING","",""
"4/18/2016","Starbucks","STARBUCKS STORE 06596 HAYWARD CA04/15","10.45","debit","Coffee Shops","TOTAL CHECKING","",""
"4/18/2016","Burger King","BURGER KING #5869 HAYWARD CA04/15","11.31","debit","Fast Food","TOTAL CHECKING","",""
"4/18/2016","Nordstrom","NORDSTROM #0430 PLEASANTON CA04/14","36.85","debit","Clothing","TOTAL CHECKING","",""
"4/18/2016","Nordstrom","NORDSTROM #0430 PLEASANTON CA04/14","6.00","debit","Clothing","TOTAL CHECKING","",""
"4/18/2016","Michaels","MICHAELS STORES INC944 DUBLIN CA04/17","12.28","debit","Hobbies","TOTAL CHECKING","",""
"4/18/2016","Barnes & Noble","BARNESNOBLE 4972 Dubli Dublin CA903103  04/17","3.39","debit","Books","TOTAL CHECKING","",""
"4/18/2016","California's Great America","CALIFORNIAS GREAT AMER SANTA CLARA CA        04/17","3.30","debit","Amusement","TOTAL CHECKING","",""
"4/18/2016","Andersen Bakery","ANDERSEN BAKERY -UNION UNION CITY CA         04/16","32.62","debit","Restaurants","TOTAL CHECKING","",""
"4/17/2016","Brookstone","BROOKSTONE 72","57.44","debit","Gift","CREDIT CARD","",""
"4/17/2016","Half Price","HALF PRICE BOOKS #067","56.04","debit","Business Services","CREDIT CARD","",""
"4/17/2016","76","76 47043633","30.90","debit","Gas & Fuel","CREDIT CARD","",""
"4/17/2016","Netflix","Netflix.com","7.99","debit","Movies & DVDs","CREDIT CARD","",""
"4/17/2016","The Posh Bagel","SQ *THE POSH BAGEL CASTRO","21.85","debit","Restaurants","CREDIT CARD","",""
"4/15/2016","Shell","SHELL OIL 57444152805","25.35","debit","Gas & Fuel","CREDIT CARD","",""
"4/15/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5266442890","25.00","credit","Transfer","TOTAL CHECKING","",""
"4/15/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5266442890","25.00","debit","Transfer","TOTAL CHECKING","",""
"4/14/2016","Wal-Mart","WAL-MART #2161","2.70","debit","Shopping","CREDIT CARD","",""
"4/14/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1940.25","credit","Paycheck","TOTAL CHECKING","",""
"4/14/2016","Burger King","BURGER KING #5869 HAYWARD CA04/13","11.86","debit","Fast Food","TOTAL CHECKING","",""
"4/13/2016","Interest","INTEREST PAYMENT","0.41","credit","Interest Income","TOTAL CHECKING","",""
"4/13/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    121985448781669 WEB ID: CITICTP","3978.99","debit","Financial","TOTAL CHECKING","",""
"4/08/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","370.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"4/08/2016","ATM Deposit","ATM CHECK DEPOSIT 04/07 7600 DUBLIN BLVD DUBLIN CA","4554.56","credit","Income","TOTAL CHECKING","",""
"4/06/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"4/05/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","15.31","debit","Credit Card Payment","TOTAL CHECKING","",""
"4/04/2016","76","76 47043633","27.73","debit","Gas & Fuel","CREDIT CARD","",""
"4/04/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","15.31","credit","Credit Card Payment","CREDIT CARD","",""
"4/04/2016","Withdrawal","WITHDRAWAL","1000.00","debit","Uncategorized","TOTAL CHECKING","",""
"4/04/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"4/01/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5230637309","60.00","credit","Transfer","TOTAL CHECKING","",""
"4/01/2016","Remitly Wa","REMITLY 877-526-4216 WA03/31","407.15","debit","Uncategorized","TOTAL CHECKING","",""
"3/31/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 5295500393","2000.00","credit","Transfer","TOTAL CHECKING","",""
"3/31/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to MMA ...9412 transaction#: 5295500393","2000.00","debit","Transfer","TOTAL CHECKING","",""
"3/31/2016","Trinet Payroll Ppd","TRINET           PAYROLLPPD ID: 1943081033","2561.22","credit","Paycheck","TOTAL CHECKING","",""
"3/31/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1757.45","credit","Paycheck","TOTAL CHECKING","",""
"3/28/2016","ATM Fee","NON-CHASE ATM WITHDRAW485191  03/27GREAT-MAL","3.00","debit","ATM Fee","TOTAL CHECKING","",""
"3/28/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW485191  03/27GREAT-MAL","20.00","debit","Cash & ATM","TOTAL CHECKING","",""
"3/28/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 5287180203","10334.00","credit","Transfer","TOTAL CHECKING","",""
"3/28/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","168.00","debit","Credit Card Payment","TOTAL CHECKING","",""
